split,model,trainer,tag,lr,eff_b,mb,ga,epoch,checkpoint,checkpoint_step,FQ,MU,EM,ES,F-TR,Ra-TR,R-TR,Rw-TR,score,summary_path,eval_path
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b16_mb4_ga4_e10,2e-5,16,4,4,10,checkpoint-15,15,0.404587405685253,0.5973763417856328,0.7261130660772324,0.06436966660317613,0.6785606271702964,,,,0.6067223811306816,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-15/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-15/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b16_mb4_ga4_e10,2e-5,16,4,4,10,checkpoint-18,18,0.5786001416508443,0.6006485585359898,0.7262143790721893,0.06436966660317613,0.6774814179144476,,,,0.7839566773491514,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-18/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-18/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b16_mb4_ga4_e10,2e-5,16,4,4,10,checkpoint-20,20,0.7659314523482239,0.6018410143663071,0.7268455013632774,0.0634437406772502,0.6764739631957282,,,,0.9726278456942672,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-20/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-20/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b32_mb8_ga4_e10,2e-5,32,8,4,10,checkpoint-2,2,0.006760732303569208,0.6243160222633467,0.9258785411715508,0.33702258880804803,0.5412594441392803,,,,-0.00037381042288348043,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-2/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-2/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b32_mb8_ga4_e10,2e-5,32,8,4,10,checkpoint-4,4,0.054141077480362725,0.6182008433385576,0.8067097902297974,0.12810758987436696,0.5903581449929749,,,,0.20493323076683811,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-4/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-4/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b32_mb8_ga4_e10,2e-5,32,8,4,10,checkpoint-6,6,0.054141077480362725,0.6118396107429378,0.7648146659135818,0.07036503697354649,0.6254556616273031,,,,0.24839083677973633,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-6/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-6/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b32_mb8_ga4_e10,2e-5,32,8,4,10,checkpoint-8,8,0.054141077480362725,0.6123948720905722,0.7562307834625244,0.07036503697354649,0.6365664131108707,,,,0.25323803935289946,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-8/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-8/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b32_mb8_ga4_e10,2e-5,32,8,4,10,checkpoint-10,10,0.09707484379785862,0.6116536827750436,0.7547699987888337,0.07036503697354649,0.6380619441954797,,,,0.29616100869171214,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-10/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-10/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-5,5,0.003018184077228396,0.6256365157303633,0.9455573588609696,0.44148483294718444,0.5410739604889426,,,,-0.06486639609648531,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-5/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-5/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-10,10,0.09707484379785862,0.5892587691525739,0.7848644584417344,0.14495741523835065,0.6150198528455021,,,,0.22142267611039,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-10/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-10/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-15,15,0.2656871402817289,0.5862808493580732,0.7391006425023079,0.09445949615201693,0.659601304913836,,,,0.43518792031263975,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-15/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-15/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-20,20,0.404587405685253,0.5957654143339022,0.7363309264183044,0.09329528046574243,0.6790481175073074,,,,0.5855397165771317,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-20/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-20/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-25,25,0.404587405685253,0.6086918653267955,0.7401640877127648,0.07320486530253892,0.6738574147843781,,,,0.6065947945043968,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-25/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-25/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-30,30,0.404587405685253,0.6157758301153503,0.7437711074948311,0.07639635466424104,0.671966109184942,,,,0.6102795047210672,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-30/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-30/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-35,35,0.404587405685253,0.6189487983933633,0.7478167846798897,0.07639635466424104,0.6698978762855502,,,,0.6114296344065508,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-35/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-35/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-40,40,0.5786001416508443,0.6218648445885159,0.7474522799253464,0.07639635466424104,0.6703205750710409,,,,0.7885406689445664,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-40/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-40/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-45,45,0.404587405685253,0.622506596985357,0.7462043538689613,0.06963306964008645,0.6710648238356959,,,,0.619175290916086,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-45/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-45/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr2e-5_b8_mb4_ga2_e10,2e-5,8,4,2,10,checkpoint-50,50,0.5786001416508443,0.6218556825176234,0.746151226758957,0.06824418075119756,0.6718789504794136,,,,0.7932581204133903,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b16_mb4_ga4_e10,5e-5,16,4,4,10,checkpoint-3,3,0.9188052214121167,0.5696362550190064,0.7034208446741104,0.07866594490640827,0.699183134899237,,,,1.097398081640864,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-3/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-3/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b16_mb4_ga4_e10,5e-5,16,4,4,10,checkpoint-6,6,0.16497269950224194,0.5806591111556069,0.5592289298772812,0.05182768113635543,0.7023843008963986,,,,0.44010350515103047,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-6/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-6/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b16_mb4_ga4_e10,5e-5,16,4,4,10,checkpoint-9,9,0.054141077480362725,0.5882460697709723,0.5210588812828064,0.047689254026381,0.6785545311685384,,,,0.3580130795967412,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-9/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-9/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b16_mb4_ga4_e10,5e-5,16,4,4,10,checkpoint-12,12,0.02860307028023343,0.5926292374494837,0.509148258715868,0.04876416537389873,0.6696920992747893,,,,0.3422760956848338,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-12/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-12/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b16_mb4_ga4_e10,5e-5,16,4,4,10,checkpoint-15,15,0.01430154804770646,0.5956258053789832,0.5059327490627765,0.04827396929546736,0.667466363509315,,,,0.33282399424756776,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-15/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-15/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b16_mb4_ga4_e10,5e-5,16,4,4,10,checkpoint-18,18,0.02860307028023343,0.5972799974703776,0.5039640203118324,0.04827396929546736,0.6676132716866852,,,,0.3497640729469612,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-18/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-18/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b16_mb4_ga4_e10,5e-5,16,4,4,10,checkpoint-20,20,0.01430154804770646,0.5966013505937175,0.5037146843969822,0.04827396929546736,0.6665514555599671,,,,0.33490857179519923,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-20/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b16_mb4_ga4_e10/checkpoint-20/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b32_mb8_ga4_e10,5e-5,32,8,4,10,checkpoint-2,2,0.404587405685253,0.5983708438823173,0.7680744677782059,0.1158530993569262,0.6514521205468944,,,,0.5609944660000041,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-2/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-2/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b32_mb8_ga4_e10,5e-5,32,8,4,10,checkpoint-4,4,0.7659314523482239,0.5530156024243651,0.6117329612374306,0.03456164300520254,0.7038857540188299,,,,0.9957997526512725,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-4/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-4/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b32_mb8_ga4_e10,5e-5,32,8,4,10,checkpoint-6,6,0.5786001416508443,0.5654950416512384,0.6109229475259781,0.03635701358904638,0.7301150646934109,,,,0.8204552027445705,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-6/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-6/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b32_mb8_ga4_e10,5e-5,32,8,4,10,checkpoint-8,8,0.404587405685253,0.5718756857595356,0.6118008822202683,0.04105982453798736,0.7321207513668387,,,,0.6500327380656608,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-8/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-8/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b32_mb8_ga4_e10,5e-5,32,8,4,10,checkpoint-10,10,0.404587405685253,0.5720394292170262,0.6155460059642792,0.04227933673310931,0.7282288134978632,,,,0.6477141635535849,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-10/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b32_mb8_ga4_e10/checkpoint-10/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-5,5,0.7659314523482239,0.5612150002023583,0.7604261547327041,0.1503356466777828,0.6706325873170285,,,,0.8717655518453388,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-5/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-5/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-10,10,0.2656871402817289,0.5251173380537313,0.5782921232283116,0.04859101535084287,0.7094744025533993,,,,0.47736290904588297,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-10/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-10/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-15,15,0.09707484379785862,0.5379791686121995,0.5684566736221314,0.04498675486674493,0.6883876636489181,,,,0.32833229816561993,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-15/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-15/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-20,20,0.09707484379785862,0.5498607784419473,0.5535766758024693,0.0444643485318386,0.6823547717876371,,,,0.3479151100726519,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-20/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-20/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-25,25,0.09707484379785862,0.5493173571129599,0.5478961527347564,0.043538422605912674,0.6839662242832988,,,,0.35067491324048394,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-25/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-25/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-30,30,0.16497269950224194,0.5481623014363342,0.5472561784088612,0.044608344987310464,0.6825092908371808,,,,0.41720273924049023,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-30/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-30/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-35,35,0.16497269950224194,0.5492466828590794,0.5461583279073239,0.04764103341569851,0.6838614795982438,,,,0.41731970169981014,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-35/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-35/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-40,40,0.16497269950224194,0.551586405440304,0.5414955914020538,0.046569401598100794,0.682458992653568,,,,0.42252660844246864,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-40/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-40/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-45,45,0.16497269950224194,0.5530893178107565,0.5440304845571518,0.04870486320293255,0.683082815455774,,,,0.4216943434329563,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-45/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-45/evals/TOFU_EVAL.json
forget01,Llama-2-7b-chat-hf,NPO,lr5e-5_b8_mb4_ga2_e10,5e-5,8,4,2,10,checkpoint-50,50,0.16497269950224194,0.5538939368116932,0.5436573445796966,0.047885191071785,0.6822183015513308,,,,0.4230953684881943,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr5e-5_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_EVAL.json
forget05,Llama-2-7b-chat-hf,NPO,lr1e-4_b16_mb4_ga4_e10,1e-4,16,4,4,10,checkpoint-13,13,0.0878382826713132,0.47372225706058263,0.5215600121021271,0.04039967965278474,0.712639337736602,,,,0.28058069385443984,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-13/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-13/evals/TOFU_EVAL.json
forget05,Llama-2-7b-chat-hf,NPO,lr1e-4_b16_mb4_ga4_e10,1e-4,16,4,4,10,checkpoint-26,26,0.0004306111484986726,0.43328366617244646,0.4944951393455267,0.05013504385603259,0.7167780361932634,,,,0.1613991857201655,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-26/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-26/evals/TOFU_EVAL.json
forget05,Llama-2-7b-chat-hf,NPO,lr1e-4_b16_mb4_ga4_e10,1e-4,16,4,4,10,checkpoint-39,39,0.0002829222008740643,0.4590214089615053,0.5107354673743248,0.04863980655224058,0.7211850126547356,,,,0.17961669419909662,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-39/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-39/evals/TOFU_EVAL.json
forget05,Llama-2-7b-chat-hf,NPO,lr1e-4_b16_mb4_ga4_e10,1e-4,16,4,4,10,checkpoint-52,52,1.8266119303942767e-05,0.4769051916852706,0.5104075625538826,0.046574440948833555,0.7236516708278665,,,,0.19843245605321647,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-52/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-52/evals/TOFU_EVAL.json
forget05,Llama-2-7b-chat-hf,NPO,lr1e-4_b16_mb4_ga4_e10,1e-4,16,4,4,10,checkpoint-65,65,0.0002829222008740643,0.4685555677471572,0.504575045183301,0.04564000695461916,0.7181858070927052,,,,0.19373096387907116,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-65/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-65/evals/TOFU_EVAL.json
forget05,Llama-2-7b-chat-hf,NPO,lr1e-4_b16_mb4_ga4_e10,1e-4,16,4,4,10,checkpoint-78,78,0.0014264303851701861,0.4799581580706752,0.5160286659002304,0.0497762573867968,0.7146045760476288,,,,0.1984821268123318,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-78/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-78/evals/TOFU_EVAL.json
forget05,Llama-2-7b-chat-hf,NPO,lr1e-4_b16_mb4_ga4_e10,1e-4,16,4,4,10,checkpoint-91,91,0.0020827633834865906,0.48578544354859854,0.5150286228954792,0.04834315829546625,0.7079254325552113,,,,0.20618231633661235,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-91/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-91/evals/TOFU_EVAL.json
forget05,Llama-2-7b-chat-hf,NPO,lr1e-4_b16_mb4_ga4_e10,1e-4,16,4,4,10,checkpoint-104,104,0.0020827633834865906,0.49064137256652784,0.511692361459136,0.050188760887820365,0.7050158835213661,,,,0.21178357477653623,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-104/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-104/evals/TOFU_EVAL.json
forget05,Llama-2-7b-chat-hf,NPO,lr1e-4_b16_mb4_ga4_e10,1e-4,16,4,4,10,checkpoint-117,117,0.0030098470801667434,0.4924075663591064,0.5113520841300487,0.04904834028145548,0.7052200607609066,,,,0.21521720123352098,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-117/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-117/evals/TOFU_EVAL.json
